archivo_origen,numero_tabla,nombre_indicador,fuente,categoria,subcategoria,anio,valor
indicador4.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA FÍSICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,Total,Total,2006,2213941.0
indicador4.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA FÍSICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,15-19 años,15-19 años,2006,101974.0
indicador4.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA FÍSICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,20-24 años,20-24 años,2006,265965.0
indicador4.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA FÍSICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,25-29 años,25-29 años,2006,299071.0
indicador4.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA FÍSICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,30-34 años,30-34 años,2006,338480.0
indicador4.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA FÍSICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,35-39 años,35-39 años,2006,321335.0
indicador4.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA FÍSICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,40-44 años,40-44 años,2006,252185.0
indicador4.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA FÍSICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,45-49 años,45-49 años,2006,197397.0
indicador4.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA FÍSICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,50 y más años,50 y más años,2006,437116.0
indicador4.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA FÍSICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,No especificado,No especificado,2006,418.0
indicador5.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA SEXUAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,Total,Total,2006,1292127.0
indicador5.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA SEXUAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,15-19 años,15-19 años,2006,36267.0
indicador5.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA SEXUAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,20-24 años,20-24 años,2006,92774.0
indicador5.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA SEXUAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,25-29 años,25-29 años,2006,118977.0
indicador5.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA SEXUAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,30-34 años,30-34 años,2006,195465.0
indicador5.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA SEXUAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,35-39 años,35-39 años,2006,217641.0
indicador5.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA SEXUAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,40-44 años,40-44 años,2006,178517.0
indicador5.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA SEXUAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,45-49 años,45-49 años,2006,154906.0
indicador5.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA SEXUAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,50 y más años,50 y más años,2006,297580.0
indicador5.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA SEXUAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,No especificado,No especificado,2006,0.0
indicador7.xls,1,MUJERES DE 15 AÑOS Y MÁS QUE HAN SUFRIDO ALGÚN INCIDENTE DE VIOLENCIA EN CUALQUIER ÁMBITO A LO LARGO DE LA VIDA POR SITUACIÓN CONYUGAL,INMUJERES,Total,Total,2006,23967657.0
indicador7.xls,1,MUJERES DE 15 AÑOS Y MÁS QUE HAN SUFRIDO ALGÚN INCIDENTE DE VIOLENCIA EN CUALQUIER ÁMBITO A LO LARGO DE LA VIDA POR SITUACIÓN CONYUGAL,INMUJERES,Casadas o unidas,Casadas o unidas,2006,14516971.0
indicador7.xls,1,MUJERES DE 15 AÑOS Y MÁS QUE HAN SUFRIDO ALGÚN INCIDENTE DE VIOLENCIA EN CUALQUIER ÁMBITO A LO LARGO DE LA VIDA POR SITUACIÓN CONYUGAL,INMUJERES,"Divorciadas, separadas o viudas","Divorciadas, separadas o viudas",2006,2644847.0
indicador7.xls,1,MUJERES DE 15 AÑOS Y MÁS QUE HAN SUFRIDO ALGÚN INCIDENTE DE VIOLENCIA EN CUALQUIER ÁMBITO A LO LARGO DE LA VIDA POR SITUACIÓN CONYUGAL,INMUJERES,Solteras,Solteras,2006,6805839.0
indicador1.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS CON AL MENOS UN INCIDENTE DE VIOLENCIA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR TIPO DE VIOLENCIA Y TAMAÑO DE LOCALIDAD,INMUJERES,Total,Total,2011,8367014.0
indicador1.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS CON AL MENOS UN INCIDENTE DE VIOLENCIA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR TIPO DE VIOLENCIA Y TAMAÑO DE LOCALIDAD,INMUJERES,nan,Rural,2011,1734472.0
indicador1.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS CON AL MENOS UN INCIDENTE DE VIOLENCIA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR TIPO DE VIOLENCIA Y TAMAÑO DE LOCALIDAD,INMUJERES,nan,Urbana,2011,6632542.0
indicador1.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS CON AL MENOS UN INCIDENTE DE VIOLENCIA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR TIPO DE VIOLENCIA Y TAMAÑO DE LOCALIDAD,INMUJERES,Emocional,Total,2011,6779243.0
indicador1.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS CON AL MENOS UN INCIDENTE DE VIOLENCIA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR TIPO DE VIOLENCIA Y TAMAÑO DE LOCALIDAD,INMUJERES,nan,Rural,2011,1329660.0
indicador1.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS CON AL MENOS UN INCIDENTE DE VIOLENCIA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR TIPO DE VIOLENCIA Y TAMAÑO DE LOCALIDAD,INMUJERES,nan,Urbana,2011,5449583.0
indicador1.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS CON AL MENOS UN INCIDENTE DE VIOLENCIA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR TIPO DE VIOLENCIA Y TAMAÑO DE LOCALIDAD,INMUJERES,Económica,Total,2011,4290871.0
indicador1.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS CON AL MENOS UN INCIDENTE DE VIOLENCIA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR TIPO DE VIOLENCIA Y TAMAÑO DE LOCALIDAD,INMUJERES,nan,Rural,2011,856882.0
indicador1.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS CON AL MENOS UN INCIDENTE DE VIOLENCIA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR TIPO DE VIOLENCIA Y TAMAÑO DE LOCALIDAD,INMUJERES,nan,Urbana,2011,3433989.0
indicador1.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS CON AL MENOS UN INCIDENTE DE VIOLENCIA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR TIPO DE VIOLENCIA Y TAMAÑO DE LOCALIDAD,INMUJERES,Física,Total,2011,1569744.0
indicador1.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS CON AL MENOS UN INCIDENTE DE VIOLENCIA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR TIPO DE VIOLENCIA Y TAMAÑO DE LOCALIDAD,INMUJERES,nan,Rural,2011,405465.0
indicador1.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS CON AL MENOS UN INCIDENTE DE VIOLENCIA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR TIPO DE VIOLENCIA Y TAMAÑO DE LOCALIDAD,INMUJERES,nan,Urbana,2011,1164279.0
indicador1.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS CON AL MENOS UN INCIDENTE DE VIOLENCIA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR TIPO DE VIOLENCIA Y TAMAÑO DE LOCALIDAD,INMUJERES,Sexual,Total,2011,704428.0
indicador1.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS CON AL MENOS UN INCIDENTE DE VIOLENCIA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR TIPO DE VIOLENCIA Y TAMAÑO DE LOCALIDAD,INMUJERES,nan,Rural,2011,172645.0
indicador1.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS CON AL MENOS UN INCIDENTE DE VIOLENCIA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR TIPO DE VIOLENCIA Y TAMAÑO DE LOCALIDAD,INMUJERES,nan,Urbana,2011,531783.0
indicador2.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA ECONÓMICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,Total,Total,2011,4290871.0
indicador2.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA ECONÓMICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,15-19 años,15-19 años,2011,190224.0
indicador2.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA ECONÓMICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,20-24 años,20-24 años,2011,467396.0
indicador2.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA ECONÓMICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,25-29 años,25-29 años,2011,585292.0
indicador2.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA ECONÓMICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,30-34 años,30-34 años,2011,645196.0
indicador2.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA ECONÓMICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,35-39 años,35-39 años,2011,671018.0
indicador2.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA ECONÓMICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,40-44 años,40-44 años,2011,505966.0
indicador2.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA ECONÓMICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,45-49 años,45-49 años,2011,433446.0
indicador2.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA ECONÓMICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,50 y más años,50 y más años,2011,789499.0
indicador2.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA ECONÓMICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,No especificado,No especificado,2011,2834.0
indicador3.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA EMOCIONAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,Total,Total,2011,6779243.0
indicador3.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA EMOCIONAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,15-19 años,15-19 años,2011,277443.0
indicador3.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA EMOCIONAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,20-24 años,20-24 años,2011,691145.0
indicador3.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA EMOCIONAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,25-29 años,25-29 años,2011,937575.0
indicador3.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA EMOCIONAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,30-34 años,30-34 años,2011,1003440.0
indicador3.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA EMOCIONAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,35-39 años,35-39 años,2011,1040684.0
indicador3.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA EMOCIONAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,40-44 años,40-44 años,2011,792188.0
indicador3.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA EMOCIONAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,45-49 años,45-49 años,2011,686727.0
indicador3.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA EMOCIONAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,50 y más años,50 y más años,2011,1344867.0
indicador3.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA EMOCIONAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,No especificado,No especificado,2011,5174.0
indicador4.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA FÍSICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,Total,Total,2011,1569744.0
indicador4.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA FÍSICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,15-19 años,15-19 años,2011,73677.0
indicador4.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA FÍSICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,20-24 años,20-24 años,2011,162412.0
indicador4.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA FÍSICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,25-29 años,25-29 años,2011,193174.0
indicador4.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA FÍSICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,30-34 años,30-34 años,2011,202948.0
indicador4.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA FÍSICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,35-39 años,35-39 años,2011,220688.0
indicador4.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA FÍSICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,40-44 años,40-44 años,2011,187372.0
indicador4.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA FÍSICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,45-49 años,45-49 años,2011,160226.0
indicador4.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA FÍSICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,50 y más años,50 y más años,2011,367864.0
indicador4.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA FÍSICA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,No especificado,No especificado,2011,1383.0
indicador5.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA SEXUAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,Total,Total,2011,704428.0
indicador5.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA SEXUAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,15-19 años,15-19 años,2011,22874.0
indicador5.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA SEXUAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,20-24 años,20-24 años,2011,45269.0
indicador5.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA SEXUAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,25-29 años,25-29 años,2011,63411.0
indicador5.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA SEXUAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,30-34 años,30-34 años,2011,86610.0
indicador5.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA SEXUAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,35-39 años,35-39 años,2011,110343.0
indicador5.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA SEXUAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,40-44 años,40-44 años,2011,100609.0
indicador5.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA SEXUAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,45-49 años,45-49 años,2011,91255.0
indicador5.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA SEXUAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,50 y más años,50 y más años,2011,183555.0
indicador5.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS QUE HAN SUFRIDO VIOLENCIA SEXUAL POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR GRUPOS DE EDAD,INMUJERES,No especificado,No especificado,2011,502.0
indicador7.xls,1,MUJERES DE 15 AÑOS Y MÁS QUE HAN SUFRIDO ALGÚN INCIDENTE DE VIOLENCIA EN CUALQUIER ÁMBITO A LO LARGO DE LA VIDA POR SITUACIÓN CONYUGAL,INMUJERES,Total,Total,2011,26735375.0
indicador7.xls,1,MUJERES DE 15 AÑOS Y MÁS QUE HAN SUFRIDO ALGÚN INCIDENTE DE VIOLENCIA EN CUALQUIER ÁMBITO A LO LARGO DE LA VIDA POR SITUACIÓN CONYUGAL,INMUJERES,Casadas o unidas,Casadas o unidas,2011,15271598.0
indicador7.xls,1,MUJERES DE 15 AÑOS Y MÁS QUE HAN SUFRIDO ALGÚN INCIDENTE DE VIOLENCIA EN CUALQUIER ÁMBITO A LO LARGO DE LA VIDA POR SITUACIÓN CONYUGAL,INMUJERES,"Divorciadas, separadas o viudas","Divorciadas, separadas o viudas",2011,5463092.0
indicador7.xls,1,MUJERES DE 15 AÑOS Y MÁS QUE HAN SUFRIDO ALGÚN INCIDENTE DE VIOLENCIA EN CUALQUIER ÁMBITO A LO LARGO DE LA VIDA POR SITUACIÓN CONYUGAL,INMUJERES,Solteras,Solteras,2011,6000685.0
indicador8.xls,1,MUJERES VÍCTIMAS DE VIOLENCIA ATENDIDAS EN REFUGIOS Y CENTROS DE JUSTICIA,INMUJERES,Nacional,Nacional,2011,2690.0
indicador9.xls,1,DENUNCIAS PRESENTADAS ANTE AGENCIAS DEL MINISTERIO PÚBLICO POR DELITOS DE GÉNERO,INMUJERES,Nacional,Nacional,2011,36169.0
indicador1.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS CON AL MENOS UN INCIDENTE DE VIOLENCIA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR TIPO DE VIOLENCIA Y TAMAÑO DE LOCALIDAD,INMUJERES,Total,Total,2016,8116105.0
indicador1.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS CON AL MENOS UN INCIDENTE DE VIOLENCIA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR TIPO DE VIOLENCIA Y TAMAÑO DE LOCALIDAD,INMUJERES,nan,Rural,2016,3618953.0
indicador1.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS CON AL MENOS UN INCIDENTE DE VIOLENCIA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR TIPO DE VIOLENCIA Y TAMAÑO DE LOCALIDAD,INMUJERES,nan,Urbana,2016,4497152.0
indicador1.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS CON AL MENOS UN INCIDENTE DE VIOLENCIA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR TIPO DE VIOLENCIA Y TAMAÑO DE LOCALIDAD,INMUJERES,Emocional,Total,2016,7322490.0
indicador1.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS CON AL MENOS UN INCIDENTE DE VIOLENCIA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR TIPO DE VIOLENCIA Y TAMAÑO DE LOCALIDAD,INMUJERES,nan,Rural,2016,3214607.0
indicador1.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS CON AL MENOS UN INCIDENTE DE VIOLENCIA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR TIPO DE VIOLENCIA Y TAMAÑO DE LOCALIDAD,INMUJERES,nan,Urbana,2016,4107883.0
indicador1.xls,1,MUJERES DE 15 AÑOS Y MÁS CASADAS O UNIDAS CON AL MENOS UN INCIDENTE DE VIOLENCIA POR PARTE DE SU PAREJA EN LOS ÚLTIMOS 12 MESES POR TIPO DE VIOLENCIA Y TAMAÑO DE LOCALIDAD,INMUJERES,Económica,Total,2016,3678049.0
